LC,LC-title,Element_no,P[kN],Shear_key
14735,4053,Jernhusen building loads,1001209,0.0,Not_a_shear_key
14736,4053,Jernhusen building loads,1001210,0.0,Not_a_shear_key
14737,4053,Jernhusen building loads,1001211,0.0,Not_a_shear_key
14738,4053,Jernhusen building loads,1001212,0.0,Not_a_shear_key
14739,4053,Jernhusen building loads,1001213,0.0,Not_a_shear_key
14740,4053,Jernhusen building loads,1001214,0.0,Not_a_shear_key
14741,4053,Jernhusen building loads,1001215,0.0,Not_a_shear_key
14742,4053,Jernhusen building loads,1001216,0.0,Not_a_shear_key
14743,4053,Jernhusen building loads,1001217,0.0,Not_a_shear_key
14744,4053,Jernhusen building loads,1001218,0.0,Not_a_shear_key
14745,4053,Jernhusen building loads,1001219,0.0,Not_a_shear_key
14746,4053,Jernhusen building loads,1001220,0.0,Not_a_shear_key
14747,4053,Jernhusen building loads,1001221,0.0,Not_a_shear_key
14748,4053,Jernhusen building loads,1001222,0.0,Not_a_shear_key
14749,4053,Jernhusen building loads,1001223,0.0,Not_a_shear_key
14750,4053,Jernhusen building loads,1001224,0.0,Not_a_shear_key
14751,4053,Jernhusen building loads,1001225,0.0,Not_a_shear_key
14752,4053,Jernhusen building loads,1001226,0.0,Not_a_shear_key
14753,4053,Jernhusen building loads,1001227,0.0,Not_a_shear_key
14754,4053,Jernhusen building loads,1001228,0.0,Not_a_shear_key
14755,4053,Jernhusen building loads,1001229,0.0,Not_a_shear_key
14756,4053,Jernhusen building loads,1001230,0.0,Not_a_shear_key
14757,4053,Jernhusen building loads,1001231,0.0,Not_a_shear_key
14758,4053,Jernhusen building loads,1001232,0.0,Not_a_shear_key
14759,4053,Jernhusen building loads,1001233,0.0,Not_a_shear_key
14760,4053,Jernhusen building loads,1001234,0.0,Not_a_shear_key
14761,4053,Jernhusen building loads,1001235,0.0,Not_a_shear_key
14762,4053,Jernhusen building loads,1001236,0.0,Not_a_shear_key
14763,4053,Jernhusen building loads,1001237,0.0,Not_a_shear_key
14764,4053,Jernhusen building loads,1001238,0.0,Not_a_shear_key
14765,4053,Jernhusen building loads,1001239,0.0,Not_a_shear_key
14766,4053,Jernhusen building loads,1001240,0.0,Not_a_shear_key
14767,4053,Jernhusen building loads,1001241,0.0,Not_a_shear_key
14768,4053,Jernhusen building loads,1001242,0.0,Not_a_shear_key
14769,4053,Jernhusen building loads,1001243,0.0,Not_a_shear_key
14770,4053,Jernhusen building loads,1001244,0.0,Not_a_shear_key
14771,4053,Jernhusen building loads,1001245,0.0,Not_a_shear_key
14772,4053,Jernhusen building loads,1001246,0.0,Not_a_shear_key
14773,4053,Jernhusen building loads,1001247,0.0,Not_a_shear_key
14774,4053,Jernhusen building loads,1001248,0.0,Not_a_shear_key
14775,4053,Jernhusen building loads,1001249,0.0,Not_a_shear_key
14776,4053,Jernhusen building loads,1001250,0.0,Not_a_shear_key
14777,4053,Jernhusen building loads,1001251,0.0,Not_a_shear_key
14778,4053,Jernhusen building loads,1001252,0.0,Not_a_shear_key
14779,4053,Jernhusen building loads,1001253,0.0,Not_a_shear_key
14780,4053,Jernhusen building loads,1001254,0.0,Not_a_shear_key
14781,4053,Jernhusen building loads,1001255,0.0,Not_a_shear_key
14782,4053,Jernhusen building loads,1001256,0.0,Not_a_shear_key
14783,4053,Jernhusen building loads,1001257,0.0,Not_a_shear_key
14784,4053,Jernhusen building loads,1001258,0.0,Not_a_shear_key
14785,4053,Jernhusen building loads,1001259,0.0,Not_a_shear_key
14786,4053,Jernhusen building loads,1001260,0.0,Not_a_shear_key
14787,4053,Jernhusen building loads,1001261,0.0,Not_a_shear_key
14788,4053,Jernhusen building loads,1001262,0.0,Not_a_shear_key
14789,4053,Jernhusen building loads,1001263,0.0,Not_a_shear_key
14790,4053,Jernhusen building loads,1001264,0.0,Not_a_shear_key
14791,4053,Jernhusen building loads,1001265,0.0,Not_a_shear_key
14792,4053,Jernhusen building loads,1001266,0.0,Not_a_shear_key
14793,4053,Jernhusen building loads,1001267,0.0,Not_a_shear_key
14794,4053,Jernhusen building loads,1001268,0.0,Not_a_shear_key
14795,4053,Jernhusen building loads,1001269,0.0,Not_a_shear_key
14796,4053,Jernhusen building loads,1001270,0.0,Not_a_shear_key
14797,4053,Jernhusen building loads,1001271,0.0,Not_a_shear_key
14798,4053,Jernhusen building loads,1001272,0.0,Not_a_shear_key
14799,4053,Jernhusen building loads,1001273,0.0,Not_a_shear_key
14800,4053,Jernhusen building loads,1001274,0.0,Not_a_shear_key
14801,4053,Jernhusen building loads,1001275,0.0,Not_a_shear_key
14802,4053,Jernhusen building loads,1001276,0.0,Not_a_shear_key
14803,4053,Jernhusen building loads,1001277,0.0,Not_a_shear_key
14804,4053,Jernhusen building loads,1001278,0.0,Not_a_shear_key
14805,4053,Jernhusen building loads,1001279,0.0,Not_a_shear_key
14806,4053,Jernhusen building loads,1001280,0.0,Not_a_shear_key
14807,4053,Jernhusen building loads,1001281,0.0,Not_a_shear_key
14808,4053,Jernhusen building loads,1001282,0.0,Not_a_shear_key
14809,4053,Jernhusen building loads,1001283,0.0,Not_a_shear_key
14810,4053,Jernhusen building loads,1001284,0.0,Not_a_shear_key
14811,4053,Jernhusen building loads,1001285,0.0,Not_a_shear_key
14812,4053,Jernhusen building loads,1001286,0.0,Not_a_shear_key
14813,4053,Jernhusen building loads,1001287,0.0,Not_a_shear_key
14814,4053,Jernhusen building loads,1001288,0.0,Not_a_shear_key
14815,4053,Jernhusen building loads,1001289,0.0,Not_a_shear_key
14816,4053,Jernhusen building loads,1001290,0.0,Not_a_shear_key
14817,4053,Jernhusen building loads,1001291,0.0,Not_a_shear_key
14818,4053,Jernhusen building loads,1001292,0.0,Not_a_shear_key
14819,4053,Jernhusen building loads,1001293,0.0,Not_a_shear_key
14820,4053,Jernhusen building loads,1001294,0.0,Not_a_shear_key
14821,4053,Jernhusen building loads,1001295,0.0,Not_a_shear_key
14822,4053,Jernhusen building loads,1001296,0.0,Not_a_shear_key
14823,4053,Jernhusen building loads,1001297,0.0,Not_a_shear_key
14824,4053,Jernhusen building loads,1001298,0.0,Not_a_shear_key
14825,4053,Jernhusen building loads,1001299,0.0,Not_a_shear_key
14826,4053,Jernhusen building loads,1001300,0.0,Not_a_shear_key
14827,4053,Jernhusen building loads,1001301,0.0,Not_a_shear_key
14828,4053,Jernhusen building loads,1001302,0.0,Not_a_shear_key
14829,4053,Jernhusen building loads,1001303,0.0,Not_a_shear_key
14830,4053,Jernhusen building loads,1001304,0.0,Not_a_shear_key
14831,4053,Jernhusen building loads,1001305,0.0,Not_a_shear_key
14832,4053,Jernhusen building loads,1001306,0.0,Not_a_shear_key
14833,4053,Jernhusen building loads,1001307,0.0,Not_a_shear_key
14834,4053,Jernhusen building loads,1001308,0.0,Not_a_shear_key
14835,4053,Jernhusen building loads,1001309,0.0,Not_a_shear_key
14836,4053,Jernhusen building loads,1001310,0.0,Not_a_shear_key
14837,4053,Jernhusen building loads,1001311,0.0,Not_a_shear_key
14838,4053,Jernhusen building loads,1001312,0.0,Not_a_shear_key
14839,4053,Jernhusen building loads,1001313,0.0,Not_a_shear_key
14840,4053,Jernhusen building loads,1001314,0.0,Not_a_shear_key
14841,4053,Jernhusen building loads,1001315,0.0,Not_a_shear_key
14842,4053,Jernhusen building loads,1001316,0.0,Not_a_shear_key
14843,4053,Jernhusen building loads,1001317,0.0,Not_a_shear_key
14844,4053,Jernhusen building loads,1001318,0.0,Not_a_shear_key
14845,4053,Jernhusen building loads,1001319,0.0,Not_a_shear_key
14846,4053,Jernhusen building loads,1001320,0.0,Not_a_shear_key
14847,4053,Jernhusen building loads,1001321,0.0,Not_a_shear_key
14848,4053,Jernhusen building loads,1001322,0.0,Not_a_shear_key
14849,4053,Jernhusen building loads,1001323,0.0,Not_a_shear_key
14850,4053,Jernhusen building loads,1001324,0.0,Not_a_shear_key
14851,4053,Jernhusen building loads,1001325,0.0,Not_a_shear_key
14852,4053,Jernhusen building loads,1001326,0.0,Not_a_shear_key
14853,4053,Jernhusen building loads,1001327,0.0,Not_a_shear_key
14854,4053,Jernhusen building loads,1001328,0.0,Not_a_shear_key
14855,4053,Jernhusen building loads,1001329,0.0,Not_a_shear_key
14856,4053,Jernhusen building loads,1001330,0.0,Not_a_shear_key
14857,4053,Jernhusen building loads,1001331,0.0,Not_a_shear_key
14858,4053,Jernhusen building loads,1001332,0.0,Not_a_shear_key
14859,4053,Jernhusen building loads,1001333,0.0,Not_a_shear_key
14860,4053,Jernhusen building loads,1001334,0.0,Not_a_shear_key
14861,4053,Jernhusen building loads,1001335,0.0,Not_a_shear_key
14862,4053,Jernhusen building loads,1001336,0.0,Not_a_shear_key
14863,4053,Jernhusen building loads,1001337,0.0,Not_a_shear_key
14864,4053,Jernhusen building loads,1001338,0.0,Not_a_shear_key
14865,4053,Jernhusen building loads,1001339,0.0,Not_a_shear_key
14866,4053,Jernhusen building loads,1001340,0.0,Not_a_shear_key
14867,4053,Jernhusen building loads,1001341,0.0,Not_a_shear_key
14868,4053,Jernhusen building loads,1001342,0.0,Not_a_shear_key
14869,4053,Jernhusen building loads,1001343,0.0,Not_a_shear_key
14870,4053,Jernhusen building loads,1001344,0.0,Not_a_shear_key
14871,4053,Jernhusen building loads,1001345,0.0,Not_a_shear_key
14872,4053,Jernhusen building loads,1001346,0.0,Not_a_shear_key
14873,4053,Jernhusen building loads,1001347,0.0,Not_a_shear_key
14874,4053,Jernhusen building loads,1001348,0.0,Not_a_shear_key
14875,4053,Jernhusen building loads,1001349,0.0,Not_a_shear_key
14876,4053,Jernhusen building loads,1001350,0.0,Not_a_shear_key
14877,4053,Jernhusen building loads,1001351,0.0,Not_a_shear_key
14878,4053,Jernhusen building loads,1001352,0.0,Not_a_shear_key
14879,4053,Jernhusen building loads,1001353,0.0,Not_a_shear_key
14880,4053,Jernhusen building loads,1001354,0.0,Not_a_shear_key
14881,4053,Jernhusen building loads,1001355,0.0,Not_a_shear_key
14882,4053,Jernhusen building loads,1001356,0.0,Not_a_shear_key
14883,4053,Jernhusen building loads,1001357,0.0,Not_a_shear_key
14884,4053,Jernhusen building loads,1001358,0.0,Not_a_shear_key
14885,4053,Jernhusen building loads,1001359,0.0,Not_a_shear_key
14886,4053,Jernhusen building loads,1001360,0.0,Not_a_shear_key
14887,4053,Jernhusen building loads,1001361,0.0,Not_a_shear_key
14888,4053,Jernhusen building loads,1001362,0.0,Not_a_shear_key
14889,4053,Jernhusen building loads,1001363,0.0,Not_a_shear_key
14890,4053,Jernhusen building loads,1001364,0.0,Not_a_shear_key
14891,4053,Jernhusen building loads,1001365,0.0,Not_a_shear_key
14892,4053,Jernhusen building loads,1001366,0.0,Not_a_shear_key
14893,4053,Jernhusen building loads,1001367,0.0,Not_a_shear_key
14894,4053,Jernhusen building loads,1001368,0.0,Not_a_shear_key
14895,4053,Jernhusen building loads,1001369,0.0,Not_a_shear_key
14896,4053,Jernhusen building loads,1001370,0.0,Not_a_shear_key
14897,4053,Jernhusen building loads,1001371,0.0,Not_a_shear_key
14898,4053,Jernhusen building loads,1001372,0.0,Not_a_shear_key
14899,4053,Jernhusen building loads,1001373,0.0,Not_a_shear_key
14900,4053,Jernhusen building loads,1001374,0.0,Not_a_shear_key
14901,4053,Jernhusen building loads,1001375,0.0,Not_a_shear_key
14902,4053,Jernhusen building loads,1001376,0.0,Not_a_shear_key
14903,4053,Jernhusen building loads,1001377,0.0,Not_a_shear_key
14904,4053,Jernhusen building loads,1001378,0.0,Not_a_shear_key
14905,4053,Jernhusen building loads,1001379,0.0,Not_a_shear_key
14906,4053,Jernhusen building loads,1001380,0.0,Not_a_shear_key
14907,4053,Jernhusen building loads,1001381,0.0,Not_a_shear_key
14908,4053,Jernhusen building loads,1001382,0.0,Not_a_shear_key
14909,4053,Jernhusen building loads,1001383,0.0,Not_a_shear_key
14910,4053,Jernhusen building loads,1001384,0.0,Not_a_shear_key
14911,4053,Jernhusen building loads,1001385,0.0,Not_a_shear_key
14912,4053,Jernhusen building loads,1001386,0.0,Not_a_shear_key
14913,4053,Jernhusen building loads,1001387,0.0,Not_a_shear_key
14914,4053,Jernhusen building loads,1001388,0.0,Not_a_shear_key
14915,4053,Jernhusen building loads,1001389,0.0,Not_a_shear_key
14916,4053,Jernhusen building loads,1001390,0.0,Not_a_shear_key
14917,4053,Jernhusen building loads,1001391,0.0,Not_a_shear_key
14918,4053,Jernhusen building loads,1001392,0.0,Not_a_shear_key
14919,4053,Jernhusen building loads,1001393,0.0,Not_a_shear_key
14920,4053,Jernhusen building loads,1001394,0.0,Not_a_shear_key
14921,4053,Jernhusen building loads,1001395,0.0,Not_a_shear_key
14922,4053,Jernhusen building loads,1001396,0.0,Not_a_shear_key
14923,4053,Jernhusen building loads,1001397,0.0,Not_a_shear_key
14924,4053,Jernhusen building loads,1001398,0.0,Not_a_shear_key
14925,4053,Jernhusen building loads,1001399,0.0,Not_a_shear_key
14926,4053,Jernhusen building loads,1001400,0.0,Not_a_shear_key
14927,4053,Jernhusen building loads,1001401,0.0,Not_a_shear_key
14928,4053,Jernhusen building loads,1001402,0.0,Not_a_shear_key
14929,4053,Jernhusen building loads,1001403,0.0,Not_a_shear_key
14930,4053,Jernhusen building loads,1001404,0.0,Not_a_shear_key
14931,4053,Jernhusen building loads,1001405,0.0,Not_a_shear_key
14932,4053,Jernhusen building loads,1001406,0.0,Not_a_shear_key
14933,4053,Jernhusen building loads,1001407,0.0,Not_a_shear_key
14934,4053,Jernhusen building loads,1001408,0.0,Not_a_shear_key
14935,4053,Jernhusen building loads,1001409,0.0,Not_a_shear_key
14936,4053,Jernhusen building loads,1001410,0.0,Not_a_shear_key
14937,4053,Jernhusen building loads,1001411,0.0,Not_a_shear_key
14938,4053,Jernhusen building loads,1001412,0.0,Not_a_shear_key
14939,4053,Jernhusen building loads,1001413,0.0,Not_a_shear_key
14940,4053,Jernhusen building loads,1001414,0.0,Not_a_shear_key
14941,4053,Jernhusen building loads,1001415,0.0,Not_a_shear_key
14942,4053,Jernhusen building loads,1001416,0.0,Not_a_shear_key
14943,4053,Jernhusen building loads,1001417,0.0,Not_a_shear_key
14944,4053,Jernhusen building loads,1001418,0.0,Not_a_shear_key
14945,4053,Jernhusen building loads,1001419,0.0,Not_a_shear_key
14946,4053,Jernhusen building loads,1001420,0.0,Not_a_shear_key
14947,4053,Jernhusen building loads,1001421,0.0,Not_a_shear_key
14948,4053,Jernhusen building loads,1001422,0.0,Not_a_shear_key
14949,4053,Jernhusen building loads,1001423,0.0,Not_a_shear_key
14950,4053,Jernhusen building loads,1001424,0.0,Not_a_shear_key
14951,4053,Jernhusen building loads,1001425,0.0,Not_a_shear_key
14952,4053,Jernhusen building loads,1001426,0.0,Not_a_shear_key
14953,4053,Jernhusen building loads,1001427,0.0,Not_a_shear_key
14954,4053,Jernhusen building loads,1001428,0.0,Not_a_shear_key
14955,4053,Jernhusen building loads,1001429,0.0,Not_a_shear_key
14956,4053,Jernhusen building loads,1001430,0.0,Not_a_shear_key
14957,4053,Jernhusen building loads,1001431,0.0,Not_a_shear_key
14958,4053,Jernhusen building loads,1001432,0.0,Not_a_shear_key
14959,4053,Jernhusen building loads,1001433,0.0,Not_a_shear_key
14960,4053,Jernhusen building loads,1001434,0.0,Not_a_shear_key
14961,4053,Jernhusen building loads,1001435,0.0,Not_a_shear_key
14962,4053,Jernhusen building loads,1001436,0.0,Not_a_shear_key
14963,4053,Jernhusen building loads,1001437,0.0,Not_a_shear_key
14964,4053,Jernhusen building loads,1001438,0.0,Not_a_shear_key
14965,4053,Jernhusen building loads,1001439,0.0,Not_a_shear_key
14966,4053,Jernhusen building loads,1001440,0.0,Not_a_shear_key
14967,4053,Jernhusen building loads,1001441,0.0,Not_a_shear_key
14968,4053,Jernhusen building loads,1001442,0.0,Not_a_shear_key
14969,4053,Jernhusen building loads,1001443,0.0,Not_a_shear_key
14970,4053,Jernhusen building loads,1001444,0.0,Not_a_shear_key
14971,4053,Jernhusen building loads,1001445,0.0,Not_a_shear_key
14972,4053,Jernhusen building loads,1001446,0.0,Not_a_shear_key
14973,4053,Jernhusen building loads,1001447,0.0,Not_a_shear_key
14974,4053,Jernhusen building loads,1001448,0.0,Not_a_shear_key
14975,4053,Jernhusen building loads,1001449,0.0,Not_a_shear_key
14976,4053,Jernhusen building loads,1001450,0.0,Not_a_shear_key
14977,4053,Jernhusen building loads,1001451,0.0,Not_a_shear_key
14978,4053,Jernhusen building loads,1001452,0.0,Not_a_shear_key
14979,4053,Jernhusen building loads,1001453,0.0,Not_a_shear_key
14980,4053,Jernhusen building loads,1001454,0.0,Not_a_shear_key
14981,4053,Jernhusen building loads,1001455,0.0,Not_a_shear_key
14982,4053,Jernhusen building loads,1001456,0.0,Not_a_shear_key
14983,4053,Jernhusen building loads,1001457,0.0,Not_a_shear_key
14984,4053,Jernhusen building loads,1001458,0.0,Not_a_shear_key
14985,4053,Jernhusen building loads,1001459,0.0,Not_a_shear_key
14986,4053,Jernhusen building loads,1001460,0.0,Not_a_shear_key
14987,4053,Jernhusen building loads,1001461,0.0,Not_a_shear_key
14988,4053,Jernhusen building loads,1001462,0.0,Not_a_shear_key
14989,4053,Jernhusen building loads,1001463,0.0,Not_a_shear_key
14990,4053,Jernhusen building loads,1001464,0.0,Not_a_shear_key
14991,4053,Jernhusen building loads,1001465,0.0,Not_a_shear_key
14992,4053,Jernhusen building loads,1001466,0.0,Not_a_shear_key
14993,4053,Jernhusen building loads,1001467,0.0,Not_a_shear_key
14994,4053,Jernhusen building loads,1001468,0.0,Not_a_shear_key
14995,4053,Jernhusen building loads,1001469,0.0,Not_a_shear_key
14996,4053,Jernhusen building loads,1001470,0.0,Not_a_shear_key
14997,4053,Jernhusen building loads,1001471,0.0,Not_a_shear_key
14998,4053,Jernhusen building loads,1001472,0.0,Not_a_shear_key
14999,4053,Jernhusen building loads,1001473,0.0,Not_a_shear_key
15000,4053,Jernhusen building loads,1001474,0.0,Not_a_shear_key
15001,4053,Jernhusen building loads,1001475,0.0,Not_a_shear_key
15002,4053,Jernhusen building loads,1001476,0.0,Not_a_shear_key
15003,4053,Jernhusen building loads,1001477,0.0,Not_a_shear_key
15004,4053,Jernhusen building loads,1001478,0.0,Not_a_shear_key
15005,4053,Jernhusen building loads,1001479,0.0,Not_a_shear_key
15006,4053,Jernhusen building loads,1001480,0.0,Not_a_shear_key
15007,4053,Jernhusen building loads,1001481,0.0,Not_a_shear_key
15008,4053,Jernhusen building loads,1001482,0.0,Not_a_shear_key
15009,4053,Jernhusen building loads,1001483,0.0,Not_a_shear_key
15010,4053,Jernhusen building loads,1001484,0.0,Not_a_shear_key
15011,4053,Jernhusen building loads,1001485,0.0,Not_a_shear_key
15012,4053,Jernhusen building loads,1001486,0.0,Not_a_shear_key
15013,4053,Jernhusen building loads,1001487,0.0,Not_a_shear_key
15014,4053,Jernhusen building loads,1001488,0.0,Not_a_shear_key
15015,4053,Jernhusen building loads,1001489,0.0,Not_a_shear_key
15016,4053,Jernhusen building loads,1001490,0.0,Not_a_shear_key
15017,4053,Jernhusen building loads,1001491,0.0,Not_a_shear_key
15018,4053,Jernhusen building loads,1001492,0.0,Not_a_shear_key
15019,4053,Jernhusen building loads,1001493,0.0,Not_a_shear_key
15020,4053,Jernhusen building loads,1001494,0.0,Not_a_shear_key
15021,4053,Jernhusen building loads,1001495,0.0,Not_a_shear_key
15022,4053,Jernhusen building loads,1001496,0.0,Not_a_shear_key
15023,4053,Jernhusen building loads,1001497,0.0,Not_a_shear_key
15024,4053,Jernhusen building loads,1001498,0.0,Not_a_shear_key
15025,4053,Jernhusen building loads,1001499,0.0,Not_a_shear_key
15026,4053,Jernhusen building loads,1001500,0.0,Not_a_shear_key
15027,4053,Jernhusen building loads,1001501,0.0,Not_a_shear_key
15028,4053,Jernhusen building loads,1001502,0.0,Not_a_shear_key
15029,4053,Jernhusen building loads,1001503,0.0,Not_a_shear_key
15030,4053,Jernhusen building loads,1001504,0.0,Not_a_shear_key
15031,4053,Jernhusen building loads,1001505,0.0,Not_a_shear_key
15032,4053,Jernhusen building loads,1001506,0.0,Not_a_shear_key
15033,4053,Jernhusen building loads,1001507,0.0,Not_a_shear_key
15034,4053,Jernhusen building loads,1001508,0.0,Not_a_shear_key
15035,4053,Jernhusen building loads,1001509,0.0,Not_a_shear_key
15036,4053,Jernhusen building loads,1001510,0.0,Not_a_shear_key
15037,4053,Jernhusen building loads,1001511,0.0,Not_a_shear_key
15038,4053,Jernhusen building loads,1001512,0.0,Not_a_shear_key
15039,4053,Jernhusen building loads,1001513,0.0,Not_a_shear_key
15040,4053,Jernhusen building loads,1001514,0.0,Not_a_shear_key
15041,4053,Jernhusen building loads,1001515,0.0,Not_a_shear_key
15042,4053,Jernhusen building loads,1001516,0.0,Not_a_shear_key
15043,4053,Jernhusen building loads,1001517,0.0,Not_a_shear_key
15044,4053,Jernhusen building loads,1001518,0.0,Not_a_shear_key
15045,4053,Jernhusen building loads,1001519,0.0,Not_a_shear_key
15046,4053,Jernhusen building loads,1001520,0.0,Not_a_shear_key
15047,4053,Jernhusen building loads,1001521,0.0,Not_a_shear_key
15048,4053,Jernhusen building loads,1001522,0.0,Not_a_shear_key
15049,4053,Jernhusen building loads,1001523,0.0,Not_a_shear_key
15050,4053,Jernhusen building loads,1001524,0.0,Not_a_shear_key
15051,4053,Jernhusen building loads,1001525,0.0,Not_a_shear_key
15052,4053,Jernhusen building loads,1001526,0.0,Not_a_shear_key
15053,4053,Jernhusen building loads,1001527,0.0,Not_a_shear_key
15054,4053,Jernhusen building loads,1001528,0.0,Not_a_shear_key
15055,4053,Jernhusen building loads,1001529,0.0,Not_a_shear_key
15056,4053,Jernhusen building loads,1001530,0.0,Not_a_shear_key
15057,4053,Jernhusen building loads,1001531,0.0,Not_a_shear_key
15058,4053,Jernhusen building loads,1001532,0.0,Not_a_shear_key
15059,4053,Jernhusen building loads,1001533,0.0,Not_a_shear_key
15060,4053,Jernhusen building loads,1001534,0.0,Not_a_shear_key
15061,4053,Jernhusen building loads,1001535,0.0,Not_a_shear_key
15062,4053,Jernhusen building loads,1001536,0.0,Not_a_shear_key
15063,4053,Jernhusen building loads,1001537,0.0,Not_a_shear_key
15064,4053,Jernhusen building loads,1001538,0.0,Not_a_shear_key
15065,4053,Jernhusen building loads,1001539,0.0,Not_a_shear_key
15066,4053,Jernhusen building loads,1001540,0.0,Not_a_shear_key
15067,4053,Jernhusen building loads,1001541,0.0,Not_a_shear_key
15068,4053,Jernhusen building loads,1001542,0.0,Not_a_shear_key
15069,4053,Jernhusen building loads,1001543,0.0,Not_a_shear_key
15070,4053,Jernhusen building loads,1001544,0.0,Not_a_shear_key
15071,4053,Jernhusen building loads,1001545,0.0,Not_a_shear_key
15072,4053,Jernhusen building loads,1001546,0.0,Not_a_shear_key
15073,4053,Jernhusen building loads,1001547,0.0,Not_a_shear_key
15074,4053,Jernhusen building loads,1001548,0.0,Not_a_shear_key
15075,4053,Jernhusen building loads,1001549,0.0,Not_a_shear_key
15076,4053,Jernhusen building loads,1001550,0.0,Not_a_shear_key
15077,4053,Jernhusen building loads,1001551,0.0,Not_a_shear_key
15078,4053,Jernhusen building loads,1001552,0.0,Not_a_shear_key
15079,4053,Jernhusen building loads,1001553,0.0,Not_a_shear_key
15080,4053,Jernhusen building loads,1001554,0.0,Not_a_shear_key
15081,4053,Jernhusen building loads,1001555,0.0,Not_a_shear_key
15082,4053,Jernhusen building loads,1001556,0.0,Not_a_shear_key
15083,4053,Jernhusen building loads,1001557,0.0,Not_a_shear_key
15084,4053,Jernhusen building loads,1001558,0.0,Not_a_shear_key
15085,4053,Jernhusen building loads,1001559,0.0,Not_a_shear_key
15086,4053,Jernhusen building loads,1001560,0.0,Not_a_shear_key
15087,4053,Jernhusen building loads,1001561,0.0,Not_a_shear_key
15088,4053,Jernhusen building loads,1001562,0.0,Not_a_shear_key
15089,4053,Jernhusen building loads,1001563,0.0,Not_a_shear_key
15090,4053,Jernhusen building loads,1001564,0.0,Not_a_shear_key
15091,4053,Jernhusen building loads,1001565,0.0,Not_a_shear_key
15092,4053,Jernhusen building loads,1001566,0.0,Not_a_shear_key
15093,4053,Jernhusen building loads,1001567,0.0,Not_a_shear_key
15094,4053,Jernhusen building loads,1001568,0.0,Not_a_shear_key
15095,4053,Jernhusen building loads,1001569,0.0,Not_a_shear_key
15096,4053,Jernhusen building loads,1001570,0.0,Not_a_shear_key
15097,4053,Jernhusen building loads,1001571,0.0,Not_a_shear_key
15098,4053,Jernhusen building loads,1001572,0.0,Not_a_shear_key
15099,4053,Jernhusen building loads,1001573,0.0,Not_a_shear_key
15100,4053,Jernhusen building loads,1001574,0.0,Not_a_shear_key
15101,4053,Jernhusen building loads,1001575,0.0,Not_a_shear_key
15102,4053,Jernhusen building loads,1001576,0.0,Not_a_shear_key
15103,4053,Jernhusen building loads,1001577,0.0,Not_a_shear_key
15104,4053,Jernhusen building loads,1001578,0.0,Not_a_shear_key
15105,4053,Jernhusen building loads,1001579,0.0,Not_a_shear_key
15106,4053,Jernhusen building loads,1001580,0.0,Not_a_shear_key
15107,4053,Jernhusen building loads,1001581,0.0,Not_a_shear_key
15108,4053,Jernhusen building loads,1001582,0.0,Not_a_shear_key
15109,4053,Jernhusen building loads,1001583,0.0,Not_a_shear_key
15110,4053,Jernhusen building loads,1001584,0.0,Not_a_shear_key
15111,4053,Jernhusen building loads,1001585,0.0,Not_a_shear_key
15112,4053,Jernhusen building loads,1001586,0.0,Not_a_shear_key
15113,4053,Jernhusen building loads,1001587,0.0,Not_a_shear_key
15114,4053,Jernhusen building loads,1001588,0.0,Not_a_shear_key
15115,4053,Jernhusen building loads,1001589,0.0,Not_a_shear_key
15116,4053,Jernhusen building loads,1001590,0.0,Not_a_shear_key
15117,4053,Jernhusen building loads,1001591,0.0,Not_a_shear_key
15118,4053,Jernhusen building loads,1001592,0.0,Not_a_shear_key
15119,4053,Jernhusen building loads,1001593,0.0,Not_a_shear_key
15120,4053,Jernhusen building loads,1001594,0.0,Not_a_shear_key
15121,4053,Jernhusen building loads,1001595,0.0,Not_a_shear_key
15122,4053,Jernhusen building loads,1001596,0.0,Not_a_shear_key
15123,4053,Jernhusen building loads,1001597,0.0,Not_a_shear_key
15124,4053,Jernhusen building loads,1001598,0.0,Not_a_shear_key
15125,4053,Jernhusen building loads,1001599,0.0,Not_a_shear_key
15126,4053,Jernhusen building loads,1001600,0.0,Not_a_shear_key
15127,4053,Jernhusen building loads,1001601,0.0,Not_a_shear_key
15128,4053,Jernhusen building loads,1001602,0.0,Not_a_shear_key
15129,4053,Jernhusen building loads,1001603,0.0,Not_a_shear_key
15130,4053,Jernhusen building loads,1001604,0.0,Not_a_shear_key
15131,4053,Jernhusen building loads,1001605,0.0,Not_a_shear_key
15132,4053,Jernhusen building loads,1001606,0.0,Not_a_shear_key
15133,4053,Jernhusen building loads,1001607,0.0,Not_a_shear_key
15134,4053,Jernhusen building loads,1001608,0.0,Not_a_shear_key
15135,4053,Jernhusen building loads,1001609,0.0,Not_a_shear_key
15136,4053,Jernhusen building loads,1001610,0.0,Not_a_shear_key
15137,4053,Jernhusen building loads,1001611,0.0,Not_a_shear_key
15138,4053,Jernhusen building loads,1001612,0.0,Not_a_shear_key
15139,4053,Jernhusen building loads,1001613,0.0,Not_a_shear_key
15140,4053,Jernhusen building loads,1001614,0.0,Not_a_shear_key
15141,4053,Jernhusen building loads,1001615,0.0,Not_a_shear_key
15142,4053,Jernhusen building loads,1001616,0.0,Not_a_shear_key
15143,4053,Jernhusen building loads,1001617,0.0,Not_a_shear_key
15144,4053,Jernhusen building loads,1001618,0.0,Not_a_shear_key
15145,4053,Jernhusen building loads,1001619,0.0,Not_a_shear_key
