LC,LC-title,Element_no,P[kN],Shear_key
51127,4069,Long term settlement case**,1003257,0.0,Not_a_shear_key
51128,4069,Long term settlement case**,1003258,0.0,Not_a_shear_key
51129,4069,Long term settlement case**,1003259,0.0,Not_a_shear_key
51130,4069,Long term settlement case**,1003260,0.0,Not_a_shear_key
51131,4069,Long term settlement case**,1003261,0.0,Not_a_shear_key
51132,4069,Long term settlement case**,1003262,0.0,Not_a_shear_key
51133,4069,Long term settlement case**,1003263,0.0,Not_a_shear_key
51134,4069,Long term settlement case**,1003264,0.0,Not_a_shear_key
51135,4069,Long term settlement case**,1003265,0.0,Not_a_shear_key
51136,4069,Long term settlement case**,1003266,0.0,Not_a_shear_key
51137,4069,Long term settlement case**,1003267,0.0,Not_a_shear_key
51138,4069,Long term settlement case**,1003268,0.0,Not_a_shear_key
51139,4069,Long term settlement case**,1003269,0.0,Not_a_shear_key
51140,4069,Long term settlement case**,1003270,0.0,Not_a_shear_key
51141,4069,Long term settlement case**,1003271,0.0,Not_a_shear_key
51142,4069,Long term settlement case**,1003272,0.0,Not_a_shear_key
51143,4069,Long term settlement case**,1003273,0.0,Not_a_shear_key
51144,4069,Long term settlement case**,1003274,0.0,Not_a_shear_key
51145,4069,Long term settlement case**,1003275,0.0,Not_a_shear_key
51146,4069,Long term settlement case**,1003276,0.0,Not_a_shear_key
51147,4069,Long term settlement case**,1003277,0.0,Not_a_shear_key
51148,4069,Long term settlement case**,1003278,0.0,Not_a_shear_key
51149,4069,Long term settlement case**,1003279,0.0,Not_a_shear_key
51150,4069,Long term settlement case**,1003280,0.0,Not_a_shear_key
51151,4069,Long term settlement case**,1003281,0.0,Not_a_shear_key
51152,4069,Long term settlement case**,1003282,0.0,Not_a_shear_key
51153,4069,Long term settlement case**,1003283,0.0,Not_a_shear_key
51154,4069,Long term settlement case**,1003284,0.0,Not_a_shear_key
51155,4069,Long term settlement case**,1003285,0.0,Not_a_shear_key
51156,4069,Long term settlement case**,1003286,0.0,Not_a_shear_key
51157,4069,Long term settlement case**,1003287,0.0,Not_a_shear_key
51158,4069,Long term settlement case**,1003288,0.0,Not_a_shear_key
51159,4069,Long term settlement case**,1003289,0.0,Not_a_shear_key
51160,4069,Long term settlement case**,1003290,0.0,Not_a_shear_key
51161,4069,Long term settlement case**,1003291,0.0,Not_a_shear_key
51162,4069,Long term settlement case**,1003292,0.0,Not_a_shear_key
51163,4069,Long term settlement case**,1003293,0.0,Not_a_shear_key
51164,4069,Long term settlement case**,1003294,0.0,Not_a_shear_key
51165,4069,Long term settlement case**,1003295,0.0,Not_a_shear_key
51166,4069,Long term settlement case**,1003296,0.0,Not_a_shear_key
51167,4069,Long term settlement case**,1003297,0.0,Not_a_shear_key
51168,4069,Long term settlement case**,1003298,0.0,Not_a_shear_key
51169,4069,Long term settlement case**,1003299,0.0,Not_a_shear_key
51170,4069,Long term settlement case**,1003300,0.0,Not_a_shear_key
51171,4069,Long term settlement case**,1003301,0.0,Not_a_shear_key
51172,4069,Long term settlement case**,1003302,0.0,Not_a_shear_key
51173,4069,Long term settlement case**,1003303,0.0,Not_a_shear_key
51174,4069,Long term settlement case**,1003304,0.0,Not_a_shear_key
51175,4069,Long term settlement case**,1003305,0.0,Not_a_shear_key
51176,4069,Long term settlement case**,1003306,0.0,Not_a_shear_key
51177,4069,Long term settlement case**,1003307,0.0,Not_a_shear_key
51178,4069,Long term settlement case**,1003308,0.0,Not_a_shear_key
51179,4069,Long term settlement case**,1003309,0.0,Not_a_shear_key
51180,4069,Long term settlement case**,1003310,0.0,Not_a_shear_key
51181,4069,Long term settlement case**,1003311,0.0,Not_a_shear_key
51182,4069,Long term settlement case**,1003312,0.0,Not_a_shear_key
51183,4069,Long term settlement case**,1003313,0.0,Not_a_shear_key
51184,4069,Long term settlement case**,1003314,0.0,Not_a_shear_key
51185,4069,Long term settlement case**,1003315,0.0,Not_a_shear_key
51186,4069,Long term settlement case**,1003316,0.0,Not_a_shear_key
51187,4069,Long term settlement case**,1003317,0.0,Not_a_shear_key
51188,4069,Long term settlement case**,1003318,0.0,Not_a_shear_key
51189,4069,Long term settlement case**,1003319,0.0,Not_a_shear_key
51190,4069,Long term settlement case**,1003320,0.0,Not_a_shear_key
51191,4069,Long term settlement case**,1003321,0.0,Not_a_shear_key
51192,4069,Long term settlement case**,1003322,0.0,Not_a_shear_key
51193,4069,Long term settlement case**,1003323,0.0,Not_a_shear_key
51194,4069,Long term settlement case**,1003324,0.0,Not_a_shear_key
51195,4069,Long term settlement case**,1003325,0.0,Not_a_shear_key
51196,4069,Long term settlement case**,1003326,0.0,Not_a_shear_key
51197,4069,Long term settlement case**,1003327,0.0,Not_a_shear_key
51198,4069,Long term settlement case**,1003328,0.0,Not_a_shear_key
51199,4069,Long term settlement case**,1003329,0.0,Not_a_shear_key
51200,4069,Long term settlement case**,1003330,0.0,Not_a_shear_key
51201,4069,Long term settlement case**,1003331,0.0,Not_a_shear_key
51202,4069,Long term settlement case**,1003332,0.0,Not_a_shear_key
51203,4069,Long term settlement case**,1003333,0.0,Not_a_shear_key
51204,4069,Long term settlement case**,1003334,0.0,Not_a_shear_key
51205,4069,Long term settlement case**,1003335,0.0,Not_a_shear_key
51206,4069,Long term settlement case**,1003336,0.0,Not_a_shear_key
51207,4069,Long term settlement case**,1003337,0.0,Not_a_shear_key
51208,4069,Long term settlement case**,1003338,0.0,Not_a_shear_key
51209,4069,Long term settlement case**,1003339,0.0,Not_a_shear_key
51210,4069,Long term settlement case**,1003340,0.0,Not_a_shear_key
51211,4069,Long term settlement case**,1003341,0.0,Not_a_shear_key
51212,4069,Long term settlement case**,1003342,0.0,Not_a_shear_key
51213,4069,Long term settlement case**,1003343,0.0,Not_a_shear_key
51214,4069,Long term settlement case**,1003344,0.0,Not_a_shear_key
51215,4069,Long term settlement case**,1003345,0.0,Not_a_shear_key
51216,4069,Long term settlement case**,1003346,0.0,Not_a_shear_key
51217,4069,Long term settlement case**,1003347,0.0,Not_a_shear_key
51218,4069,Long term settlement case**,1003348,0.0,Not_a_shear_key
51219,4069,Long term settlement case**,1003349,0.0,Not_a_shear_key
51220,4069,Long term settlement case**,1003350,0.0,Not_a_shear_key
51221,4069,Long term settlement case**,1003351,0.0,Not_a_shear_key
51222,4069,Long term settlement case**,1003352,0.0,Not_a_shear_key
51223,4069,Long term settlement case**,1003353,0.0,Not_a_shear_key
51224,4069,Long term settlement case**,1003354,0.0,Not_a_shear_key
51225,4069,Long term settlement case**,1003355,0.0,Not_a_shear_key
51226,4069,Long term settlement case**,1003356,0.0,Not_a_shear_key
51227,4069,Long term settlement case**,1003357,0.0,Not_a_shear_key
51228,4069,Long term settlement case**,1003358,0.0,Not_a_shear_key
51229,4069,Long term settlement case**,1003359,0.0,Not_a_shear_key
51230,4069,Long term settlement case**,1003360,0.0,Not_a_shear_key
51231,4069,Long term settlement case**,1003361,0.0,Not_a_shear_key
51232,4069,Long term settlement case**,1003362,0.0,Not_a_shear_key
51233,4069,Long term settlement case**,1003363,0.0,Not_a_shear_key
51234,4069,Long term settlement case**,1003364,0.0,Not_a_shear_key
51235,4069,Long term settlement case**,1003365,0.0,Not_a_shear_key
51236,4069,Long term settlement case**,1003366,0.0,Not_a_shear_key
51237,4069,Long term settlement case**,1003367,0.0,Not_a_shear_key
51238,4069,Long term settlement case**,1003368,0.0,Not_a_shear_key
51239,4069,Long term settlement case**,1003369,0.0,Not_a_shear_key
51240,4069,Long term settlement case**,1003370,0.0,Not_a_shear_key
51241,4069,Long term settlement case**,1003371,0.0,Not_a_shear_key
51242,4069,Long term settlement case**,1003372,0.0,Not_a_shear_key
51243,4069,Long term settlement case**,1003373,0.0,Not_a_shear_key
51244,4069,Long term settlement case**,1003374,0.0,Not_a_shear_key
51245,4069,Long term settlement case**,1003375,0.0,Not_a_shear_key
51246,4069,Long term settlement case**,1003376,0.0,Not_a_shear_key
51247,4069,Long term settlement case**,1003377,0.0,Not_a_shear_key
51248,4069,Long term settlement case**,1003378,0.0,Not_a_shear_key
51249,4069,Long term settlement case**,1003379,0.0,Not_a_shear_key
51250,4069,Long term settlement case**,1003380,0.0,Not_a_shear_key
51251,4069,Long term settlement case**,1003381,0.0,Not_a_shear_key
51252,4069,Long term settlement case**,1003382,0.0,Not_a_shear_key
51253,4069,Long term settlement case**,1003383,0.0,Not_a_shear_key
51254,4069,Long term settlement case**,1003384,0.0,Not_a_shear_key
51255,4069,Long term settlement case**,1003385,0.0,Not_a_shear_key
51256,4069,Long term settlement case**,1003386,0.0,Not_a_shear_key
51257,4069,Long term settlement case**,1003387,0.0,Not_a_shear_key
51258,4069,Long term settlement case**,1003388,0.0,Not_a_shear_key
51259,4069,Long term settlement case**,1003389,0.0,Not_a_shear_key
51260,4069,Long term settlement case**,1003390,0.0,Not_a_shear_key
51261,4069,Long term settlement case**,1003391,0.0,Not_a_shear_key
51262,4069,Long term settlement case**,1003392,0.0,Not_a_shear_key
51263,4069,Long term settlement case**,1003393,0.0,Not_a_shear_key
51264,4069,Long term settlement case**,1003394,0.0,Not_a_shear_key
51265,4069,Long term settlement case**,1003395,0.0,Not_a_shear_key
51266,4069,Long term settlement case**,1003396,0.0,Not_a_shear_key
51267,4069,Long term settlement case**,1003397,0.0,Not_a_shear_key
51268,4069,Long term settlement case**,1003398,0.0,Not_a_shear_key
51269,4069,Long term settlement case**,1003399,0.0,Not_a_shear_key
51270,4069,Long term settlement case**,1003400,0.0,Not_a_shear_key
51271,4069,Long term settlement case**,1003401,0.0,Not_a_shear_key
51272,4069,Long term settlement case**,1003402,0.0,Not_a_shear_key
51273,4069,Long term settlement case**,1003403,0.0,Not_a_shear_key
51274,4069,Long term settlement case**,1003404,0.0,Not_a_shear_key
51275,4069,Long term settlement case**,1003405,0.0,Not_a_shear_key
51276,4069,Long term settlement case**,1003406,0.0,Not_a_shear_key
51277,4069,Long term settlement case**,1003407,0.0,Not_a_shear_key
51278,4069,Long term settlement case**,1003408,0.0,Not_a_shear_key
51279,4069,Long term settlement case**,1003409,0.0,Not_a_shear_key
51280,4069,Long term settlement case**,1003410,0.0,Not_a_shear_key
51281,4069,Long term settlement case**,1003411,0.0,Not_a_shear_key
51282,4069,Long term settlement case**,1003412,0.0,Not_a_shear_key
51283,4069,Long term settlement case**,1003413,0.0,Not_a_shear_key
51284,4069,Long term settlement case**,1003414,0.0,Not_a_shear_key
51285,4069,Long term settlement case**,1003415,0.0,Not_a_shear_key
51286,4069,Long term settlement case**,1003416,0.0,Not_a_shear_key
51287,4069,Long term settlement case**,1003417,0.0,Not_a_shear_key
51288,4069,Long term settlement case**,1003418,0.0,Not_a_shear_key
51289,4069,Long term settlement case**,1003419,0.0,Not_a_shear_key
51290,4069,Long term settlement case**,1003420,0.0,Not_a_shear_key
51291,4069,Long term settlement case**,1003421,0.0,Not_a_shear_key
51292,4069,Long term settlement case**,1003422,0.0,Not_a_shear_key
51293,4069,Long term settlement case**,1003423,0.0,Not_a_shear_key
51294,4069,Long term settlement case**,1003424,0.0,Not_a_shear_key
51295,4069,Long term settlement case**,1003425,0.0,Not_a_shear_key
51296,4069,Long term settlement case**,1003426,0.0,Not_a_shear_key
51297,4069,Long term settlement case**,1003427,0.0,Not_a_shear_key
51298,4069,Long term settlement case**,1003428,0.0,Not_a_shear_key
51299,4069,Long term settlement case**,1003429,0.0,Not_a_shear_key
51300,4069,Long term settlement case**,1003430,0.0,Not_a_shear_key
51301,4069,Long term settlement case**,1003431,0.0,Not_a_shear_key
51302,4069,Long term settlement case**,1003432,0.1,Not_a_shear_key
51303,4069,Long term settlement case**,1003433,0.1,Not_a_shear_key
51304,4069,Long term settlement case**,1003434,0.1,Not_a_shear_key
51305,4069,Long term settlement case**,1003435,0.1,Not_a_shear_key
51306,4069,Long term settlement case**,1003436,0.1,Not_a_shear_key
51307,4069,Long term settlement case**,1003437,0.1,Not_a_shear_key
51308,4069,Long term settlement case**,1003438,0.1,Not_a_shear_key
51309,4069,Long term settlement case**,1003439,0.1,Not_a_shear_key
51310,4069,Long term settlement case**,1003440,0.1,Not_a_shear_key
51311,4069,Long term settlement case**,1003441,0.1,Not_a_shear_key
51312,4069,Long term settlement case**,1003442,0.1,Not_a_shear_key
51313,4069,Long term settlement case**,1003443,0.1,Not_a_shear_key
51314,4069,Long term settlement case**,1003444,0.1,Not_a_shear_key
51315,4069,Long term settlement case**,1003445,0.1,Not_a_shear_key
51316,4069,Long term settlement case**,1003446,0.1,Not_a_shear_key
51317,4069,Long term settlement case**,1003447,0.1,Not_a_shear_key
51318,4069,Long term settlement case**,1003448,0.1,Not_a_shear_key
51319,4069,Long term settlement case**,1003449,0.1,Not_a_shear_key
51320,4069,Long term settlement case**,1003450,0.1,Not_a_shear_key
51321,4069,Long term settlement case**,1003451,0.1,Not_a_shear_key
51322,4069,Long term settlement case**,1003452,0.1,Not_a_shear_key
51323,4069,Long term settlement case**,1003453,0.1,Not_a_shear_key
51324,4069,Long term settlement case**,1003454,0.0,Not_a_shear_key
51325,4069,Long term settlement case**,1003455,0.0,Not_a_shear_key
51326,4069,Long term settlement case**,1003456,0.0,Not_a_shear_key
51327,4069,Long term settlement case**,1003457,0.0,Not_a_shear_key
51328,4069,Long term settlement case**,1003458,0.0,Not_a_shear_key
51329,4069,Long term settlement case**,1003459,0.0,Not_a_shear_key
51330,4069,Long term settlement case**,1003460,0.0,Not_a_shear_key
51331,4069,Long term settlement case**,1003461,0.0,Not_a_shear_key
51332,4069,Long term settlement case**,1003462,0.0,Not_a_shear_key
51333,4069,Long term settlement case**,1003463,0.0,Not_a_shear_key
51334,4069,Long term settlement case**,1003464,0.0,Not_a_shear_key
51335,4069,Long term settlement case**,1003465,0.0,Not_a_shear_key
51336,4069,Long term settlement case**,1003466,0.0,Not_a_shear_key
51337,4069,Long term settlement case**,1003467,0.0,Not_a_shear_key
51338,4069,Long term settlement case**,1003468,0.0,Not_a_shear_key
51339,4069,Long term settlement case**,1003469,0.0,Not_a_shear_key
51340,4069,Long term settlement case**,1003470,0.0,Not_a_shear_key
51341,4069,Long term settlement case**,1003471,0.0,Not_a_shear_key
51342,4069,Long term settlement case**,1003472,0.0,Not_a_shear_key
51343,4069,Long term settlement case**,1003473,0.0,Not_a_shear_key
51344,4069,Long term settlement case**,1003474,0.0,Not_a_shear_key
51345,4069,Long term settlement case**,1003475,0.0,Not_a_shear_key
51346,4069,Long term settlement case**,1003476,0.0,Not_a_shear_key
51347,4069,Long term settlement case**,1003477,0.0,Not_a_shear_key
51348,4069,Long term settlement case**,1003478,0.0,Not_a_shear_key
51349,4069,Long term settlement case**,1003479,0.0,Not_a_shear_key
51350,4069,Long term settlement case**,1003480,0.0,Not_a_shear_key
51351,4069,Long term settlement case**,1003481,0.0,Not_a_shear_key
51352,4069,Long term settlement case**,1003482,0.0,Not_a_shear_key
51353,4069,Long term settlement case**,1003483,0.0,Not_a_shear_key
51354,4069,Long term settlement case**,1003484,0.0,Not_a_shear_key
51355,4069,Long term settlement case**,1003485,0.0,Not_a_shear_key
51356,4069,Long term settlement case**,1003486,0.0,Not_a_shear_key
51357,4069,Long term settlement case**,1003487,0.0,Not_a_shear_key
51358,4069,Long term settlement case**,1003488,0.0,Not_a_shear_key
51359,4069,Long term settlement case**,1003489,0.0,Not_a_shear_key
51360,4069,Long term settlement case**,1003490,0.0,Not_a_shear_key
51361,4069,Long term settlement case**,1003491,0.0,Not_a_shear_key
51362,4069,Long term settlement case**,1003492,0.0,Not_a_shear_key
51363,4069,Long term settlement case**,1003493,0.0,Not_a_shear_key
51364,4069,Long term settlement case**,1003494,0.0,Not_a_shear_key
51365,4069,Long term settlement case**,1003495,0.0,Not_a_shear_key
51366,4069,Long term settlement case**,1003496,0.0,Not_a_shear_key
51367,4069,Long term settlement case**,1003497,0.0,Not_a_shear_key
51368,4069,Long term settlement case**,1003498,0.0,Not_a_shear_key
51369,4069,Long term settlement case**,1003499,0.0,Not_a_shear_key
51370,4069,Long term settlement case**,1003500,0.0,Not_a_shear_key
51371,4069,Long term settlement case**,1003501,0.0,Not_a_shear_key
51372,4069,Long term settlement case**,1003502,0.0,Not_a_shear_key
51373,4069,Long term settlement case**,1003503,0.0,Not_a_shear_key
51374,4069,Long term settlement case**,1003504,0.0,Not_a_shear_key
51375,4069,Long term settlement case**,1003505,0.0,Not_a_shear_key
51376,4069,Long term settlement case**,1003506,0.0,Not_a_shear_key
51377,4069,Long term settlement case**,1003507,0.0,Not_a_shear_key
51378,4069,Long term settlement case**,1003508,0.0,Not_a_shear_key
51379,4069,Long term settlement case**,1003509,0.0,Not_a_shear_key
51380,4069,Long term settlement case**,1003510,0.0,Not_a_shear_key
51381,4069,Long term settlement case**,1003511,0.0,Not_a_shear_key
51382,4069,Long term settlement case**,1003512,0.0,Not_a_shear_key
51383,4069,Long term settlement case**,1003513,0.0,Not_a_shear_key
51384,4069,Long term settlement case**,1003514,0.0,Not_a_shear_key
51385,4069,Long term settlement case**,1003515,0.0,Not_a_shear_key
51386,4069,Long term settlement case**,1003516,0.0,Not_a_shear_key
51387,4069,Long term settlement case**,1003517,0.0,Not_a_shear_key
51388,4069,Long term settlement case**,1003518,0.0,Not_a_shear_key
51389,4069,Long term settlement case**,1003519,0.0,Not_a_shear_key
51390,4069,Long term settlement case**,1003520,0.0,Not_a_shear_key
51391,4069,Long term settlement case**,1003521,0.0,Not_a_shear_key
51392,4069,Long term settlement case**,1003522,0.0,Not_a_shear_key
51393,4069,Long term settlement case**,1003523,0.0,Not_a_shear_key
51394,4069,Long term settlement case**,1003524,0.0,Not_a_shear_key
51395,4069,Long term settlement case**,1003525,0.1,Not_a_shear_key
51396,4069,Long term settlement case**,1003526,0.1,Not_a_shear_key
51397,4069,Long term settlement case**,1003527,0.1,Not_a_shear_key
51398,4069,Long term settlement case**,1003528,0.1,Not_a_shear_key
51399,4069,Long term settlement case**,1003529,0.1,Not_a_shear_key
51400,4069,Long term settlement case**,1003530,0.1,Not_a_shear_key
51401,4069,Long term settlement case**,1003531,0.1,Not_a_shear_key
51402,4069,Long term settlement case**,1003532,0.1,Not_a_shear_key
51403,4069,Long term settlement case**,1003533,0.1,Not_a_shear_key
51404,4069,Long term settlement case**,1003534,0.1,Not_a_shear_key
51405,4069,Long term settlement case**,1003535,0.1,Not_a_shear_key
51406,4069,Long term settlement case**,1003536,0.1,Not_a_shear_key
51407,4069,Long term settlement case**,1003537,0.1,Not_a_shear_key
51408,4069,Long term settlement case**,1003538,0.1,Not_a_shear_key
51409,4069,Long term settlement case**,1003539,0.1,Not_a_shear_key
51410,4069,Long term settlement case**,1003540,0.1,Not_a_shear_key
51411,4069,Long term settlement case**,1003541,0.1,Not_a_shear_key
51412,4069,Long term settlement case**,1003542,0.1,Not_a_shear_key
51413,4069,Long term settlement case**,1003543,0.1,Not_a_shear_key
51414,4069,Long term settlement case**,1003544,0.1,Not_a_shear_key
51415,4069,Long term settlement case**,1003545,0.1,Not_a_shear_key
51416,4069,Long term settlement case**,1003546,0.1,Not_a_shear_key
51417,4069,Long term settlement case**,1003547,0.1,Not_a_shear_key
51418,4069,Long term settlement case**,1003548,0.1,Not_a_shear_key
51419,4069,Long term settlement case**,1003549,0.1,Not_a_shear_key
51420,4069,Long term settlement case**,1003550,0.1,Not_a_shear_key
51421,4069,Long term settlement case**,1003551,0.1,Not_a_shear_key
51422,4069,Long term settlement case**,1003552,0.1,Not_a_shear_key
51423,4069,Long term settlement case**,1003553,0.1,Not_a_shear_key
51424,4069,Long term settlement case**,1003554,0.1,Not_a_shear_key
51425,4069,Long term settlement case**,1003555,0.1,Not_a_shear_key
51426,4069,Long term settlement case**,1003556,0.1,Not_a_shear_key
51427,4069,Long term settlement case**,1003557,0.1,Not_a_shear_key
51428,4069,Long term settlement case**,1003558,0.1,Not_a_shear_key
51429,4069,Long term settlement case**,1003559,0.1,Not_a_shear_key
51430,4069,Long term settlement case**,1003560,0.1,Not_a_shear_key
51431,4069,Long term settlement case**,1003561,0.1,Not_a_shear_key
51432,4069,Long term settlement case**,1003562,0.1,Not_a_shear_key
51433,4069,Long term settlement case**,1003563,0.1,Not_a_shear_key
51434,4069,Long term settlement case**,1003564,0.1,Not_a_shear_key
51435,4069,Long term settlement case**,1003565,0.1,Not_a_shear_key
51436,4069,Long term settlement case**,1003566,0.1,Not_a_shear_key
51437,4069,Long term settlement case**,1003567,0.1,Not_a_shear_key
51438,4069,Long term settlement case**,1003568,0.1,Not_a_shear_key
51439,4069,Long term settlement case**,1003569,0.1,Not_a_shear_key
51440,4069,Long term settlement case**,1003570,0.1,Not_a_shear_key
51441,4069,Long term settlement case**,1003571,0.1,Not_a_shear_key
51442,4069,Long term settlement case**,1003572,0.0,Not_a_shear_key
51443,4069,Long term settlement case**,1003573,0.0,Not_a_shear_key
51444,4069,Long term settlement case**,1003574,0.0,Not_a_shear_key
51445,4069,Long term settlement case**,1003575,0.0,Not_a_shear_key
51446,4069,Long term settlement case**,1003576,0.0,Not_a_shear_key
51447,4069,Long term settlement case**,1003577,0.0,Not_a_shear_key
51448,4069,Long term settlement case**,1003578,0.0,Not_a_shear_key
51449,4069,Long term settlement case**,1003579,0.0,Not_a_shear_key
51450,4069,Long term settlement case**,1003580,0.0,Not_a_shear_key
51451,4069,Long term settlement case**,1003581,0.0,Not_a_shear_key
51452,4069,Long term settlement case**,1003582,0.0,Not_a_shear_key
51453,4069,Long term settlement case**,1003583,0.0,Not_a_shear_key
51454,4069,Long term settlement case**,1003584,0.0,Not_a_shear_key
51455,4069,Long term settlement case**,1003585,0.0,Not_a_shear_key
51456,4069,Long term settlement case**,1003586,0.0,Not_a_shear_key
51457,4069,Long term settlement case**,1003587,0.0,Not_a_shear_key
51458,4069,Long term settlement case**,1003588,0.0,Not_a_shear_key
51459,4069,Long term settlement case**,1003589,0.0,Not_a_shear_key
51460,4069,Long term settlement case**,1003590,0.0,Not_a_shear_key
51461,4069,Long term settlement case**,1003591,0.0,Not_a_shear_key
51462,4069,Long term settlement case**,1003592,0.0,Not_a_shear_key
51463,4069,Long term settlement case**,1003593,0.0,Not_a_shear_key
51464,4069,Long term settlement case**,1003594,0.0,Not_a_shear_key
51465,4069,Long term settlement case**,1003595,0.0,Not_a_shear_key
51466,4069,Long term settlement case**,1003596,0.0,Not_a_shear_key
51467,4069,Long term settlement case**,1003597,0.0,Not_a_shear_key
51468,4069,Long term settlement case**,1003598,0.0,Not_a_shear_key
51469,4069,Long term settlement case**,1003599,0.0,Not_a_shear_key
51470,4069,Long term settlement case**,1003600,0.0,Not_a_shear_key
51471,4069,Long term settlement case**,1003601,0.0,Not_a_shear_key
51472,4069,Long term settlement case**,1003602,0.0,Not_a_shear_key
51473,4069,Long term settlement case**,1003603,0.0,Not_a_shear_key
51474,4069,Long term settlement case**,1003604,0.0,Not_a_shear_key
51475,4069,Long term settlement case**,1003605,0.0,Not_a_shear_key
51476,4069,Long term settlement case**,1003606,0.0,Not_a_shear_key
51477,4069,Long term settlement case**,1003607,0.0,Not_a_shear_key
51478,4069,Long term settlement case**,1003608,0.0,Not_a_shear_key
51479,4069,Long term settlement case**,1003609,0.0,Not_a_shear_key
51480,4069,Long term settlement case**,1003610,0.0,Not_a_shear_key
51481,4069,Long term settlement case**,1003611,0.0,Not_a_shear_key
51482,4069,Long term settlement case**,1003612,0.0,Not_a_shear_key
51483,4069,Long term settlement case**,1003613,0.0,Not_a_shear_key
51484,4069,Long term settlement case**,1003614,0.0,Not_a_shear_key
51485,4069,Long term settlement case**,1003615,0.0,Not_a_shear_key
51486,4069,Long term settlement case**,1003616,0.0,Not_a_shear_key
51487,4069,Long term settlement case**,1003617,0.0,Not_a_shear_key
51488,4069,Long term settlement case**,1003618,0.0,Not_a_shear_key
51489,4069,Long term settlement case**,1003619,0.0,Not_a_shear_key
51490,4069,Long term settlement case**,1003620,0.0,Not_a_shear_key
51491,4069,Long term settlement case**,1003621,0.0,Not_a_shear_key
51492,4069,Long term settlement case**,1003622,0.1,Not_a_shear_key
51493,4069,Long term settlement case**,1003623,0.1,Not_a_shear_key
51494,4069,Long term settlement case**,1003624,0.1,Not_a_shear_key
51495,4069,Long term settlement case**,1003625,0.1,Not_a_shear_key
51496,4069,Long term settlement case**,1003626,0.1,Not_a_shear_key
51497,4069,Long term settlement case**,1003627,0.0,Not_a_shear_key
51498,4069,Long term settlement case**,1003628,0.0,Not_a_shear_key
51499,4069,Long term settlement case**,1003629,0.1,Not_a_shear_key
51500,4069,Long term settlement case**,1003630,0.1,Not_a_shear_key
51501,4069,Long term settlement case**,1003631,0.1,Not_a_shear_key
51502,4069,Long term settlement case**,1003632,0.1,Not_a_shear_key
51503,4069,Long term settlement case**,1003633,0.1,Not_a_shear_key
51504,4069,Long term settlement case**,1003634,0.1,Not_a_shear_key
51505,4069,Long term settlement case**,1003635,0.1,Not_a_shear_key
51506,4069,Long term settlement case**,1003636,0.1,Not_a_shear_key
51507,4069,Long term settlement case**,1003637,0.1,Not_a_shear_key
51508,4069,Long term settlement case**,1003638,0.1,Not_a_shear_key
51509,4069,Long term settlement case**,1003639,0.1,Not_a_shear_key
51510,4069,Long term settlement case**,1003640,0.1,Not_a_shear_key
51511,4069,Long term settlement case**,1003641,0.1,Not_a_shear_key
51512,4069,Long term settlement case**,1003642,0.1,Not_a_shear_key
51513,4069,Long term settlement case**,1003643,0.1,Not_a_shear_key
51514,4069,Long term settlement case**,1003644,0.1,Not_a_shear_key
51515,4069,Long term settlement case**,1003645,0.1,Not_a_shear_key
51516,4069,Long term settlement case**,1003646,0.1,Not_a_shear_key
51517,4069,Long term settlement case**,1003647,0.1,Not_a_shear_key
51518,4069,Long term settlement case**,1003648,0.1,Not_a_shear_key
51519,4069,Long term settlement case**,1003649,0.1,Not_a_shear_key
51520,4069,Long term settlement case**,1003650,0.1,Not_a_shear_key
51521,4069,Long term settlement case**,1003651,0.1,Not_a_shear_key
51522,4069,Long term settlement case**,1003652,0.1,Not_a_shear_key
51523,4069,Long term settlement case**,1003653,0.1,Not_a_shear_key
51524,4069,Long term settlement case**,1003654,0.1,Not_a_shear_key
51525,4069,Long term settlement case**,1003655,0.1,Not_a_shear_key
51526,4069,Long term settlement case**,1003656,0.1,Not_a_shear_key
51527,4069,Long term settlement case**,1003657,0.1,Not_a_shear_key
51528,4069,Long term settlement case**,1003658,0.1,Not_a_shear_key
51529,4069,Long term settlement case**,1003659,0.1,Not_a_shear_key
51530,4069,Long term settlement case**,1003660,0.1,Not_a_shear_key
51531,4069,Long term settlement case**,1003661,0.1,Not_a_shear_key
51532,4069,Long term settlement case**,1003662,0.1,Not_a_shear_key
51533,4069,Long term settlement case**,1003663,0.1,Not_a_shear_key
51534,4069,Long term settlement case**,1003664,0.1,Not_a_shear_key
51535,4069,Long term settlement case**,1003665,0.1,Not_a_shear_key
51536,4069,Long term settlement case**,1003666,0.1,Not_a_shear_key
51537,4069,Long term settlement case**,1003667,0.1,Not_a_shear_key
51538,4069,Long term settlement case**,1003668,0.1,Not_a_shear_key
51539,4069,Long term settlement case**,1003669,0.1,Not_a_shear_key
51540,4069,Long term settlement case**,1003670,0.1,Not_a_shear_key
51541,4069,Long term settlement case**,1003671,0.1,Not_a_shear_key
51542,4069,Long term settlement case**,1003672,0.1,Not_a_shear_key
51543,4069,Long term settlement case**,1003673,0.1,Not_a_shear_key
51544,4069,Long term settlement case**,1003674,0.1,Not_a_shear_key
51545,4069,Long term settlement case**,1003675,0.1,Not_a_shear_key
51546,4069,Long term settlement case**,1003676,0.1,Not_a_shear_key
51547,4069,Long term settlement case**,1003677,0.1,Not_a_shear_key
51548,4069,Long term settlement case**,1003678,0.0,Not_a_shear_key
51549,4069,Long term settlement case**,1003679,0.0,Not_a_shear_key
